level,structure_id,llm_assignments,query_type,cost,energy,latency,qoa,input_cost,input_latency,input_energy,output_cost,output_latency,output_energy,average_output_tokens
2,1,"(0, 0)",Art,8.965e-06,32.169120500000005,49.5147385,0.42014348804950713,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,"(0, 0)",Geography,8.774666666666667e-06,30.83523666666667,47.46162333333333,0.49095021188259125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,"(0, 0)",History,8.5696e-06,30.9426403,47.6269391,0.504090690612793,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,"(0, 0)",Music,8.2806e-06,29.7057662,45.723141399999996,0.4197764709591866,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,"(0, 0)",Other,8.7524e-06,30.984215900000002,47.6909323,0.41736834645271303,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,"(0, 0)",Politics,8.8484e-06,31.9196669,49.1307793,0.4099815025925636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,"(0, 0)",Science and technology,8.9836e-06,32.4601497,49.9626909,0.4215591251850128,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,"(0, 0)",Sports,8.8318e-06,31.867697399999997,49.0507878,0.4116181075572968,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,"(0, 0)",TV shows,8.2512e-06,29.934431999999997,46.075103999999996,0.5080872595310211,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,"(0, 0)",Video games,8.897e-06,31.472729200000003,48.4428524,0.3582525953650474,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,"(0, 0)",biology_mmlu,2.23554e-05,71.7802734,110.48425979999999,0.8825434148311615,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,"(0, 0)",business_mmlu,1.4762e-05,46.7101866,71.8963602,0.7926911234855651,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,"(0, 0)",chemistry_mmlu,3.228e-05,96.27721085714286,148.18996742857144,0.8137273788452148,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,"(0, 0)",computer science_mmlu,1.7622e-05,59.952015200000005,92.27819439999999,0.8491504669189454,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,"(0, 0)",health_mmlu,1.54926e-05,54.141825100000005,83.33514469999999,0.8040126323699951,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,"(0, 0)",history_mmlu,1.4693600000000001e-05,51.938318300000006,79.9435051,0.7511158943176269,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,"(0, 0)",other_mmlu,1.83472e-05,56.8338452,87.4787044,0.7665272116661072,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,"(0, 0)",philosophy_mmlu,1.0144e-05,34.9338979,53.770286299999995,0.5434257686138153,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,"(0, 0)",physics_mmlu,1.86425e-05,59.141291,91.030327,0.567850336432457,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,"(0, 0)",psychology_mmlu,1.2042000000000001e-05,40.87920870000001,62.921313899999994,0.7829129159450531,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,802,"(0, 0, 0, 0, 5)",Art,3.40956e-05,78.29423440000001,59.6774181,0.4282318189740181,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,802,"(0, 0, 0, 0, 5)",Geography,3.1707e-05,72.721773,55.560807,0.4809870049357414,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,802,"(0, 0, 0, 0, 5)",History,3.34322e-05,76.76534480000001,58.74779209999999,0.4611072987318039,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,802,"(0, 0, 0, 0, 5)",Music,3.26824e-05,74.19529639999999,57.0201644,0.5024085581302643,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,802,"(0, 0, 0, 0, 5)",Other,3.36604e-05,76.1570513,58.4196068,0.38754225820302957,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,802,"(0, 0, 0, 0, 5)",Politics,3.54978e-05,80.60570340000001,61.62666840000001,0.4912025183439255,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,802,"(0, 0, 0, 0, 5)",Science and technology,3.5581000000000004e-05,81.5412953,62.48853749999999,0.4707904040813446,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,802,"(0, 0, 0, 0, 5)",Sports,3.49776e-05,79.6323553,60.66090469999999,0.3878958970308304,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,802,"(0, 0, 0, 0, 5)",TV shows,3.3869e-05,76.45684650000001,58.53946825,0.574829950928688,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,802,"(0, 0, 0, 0, 5)",Video games,3.5863400000000006e-05,79.5254423,61.5044848,0.3462458938360214,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,802,"(0, 0, 0, 0, 5)",biology_mmlu,7.07424e-05,152.7311267,117.4607937,0.9112037718296051,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,802,"(0, 0, 0, 0, 5)",business_mmlu,5.39802e-05,123.2106291,107.44996699999999,0.8233413577079773,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,802,"(0, 0, 0, 0, 5)",chemistry_mmlu,9.588099999999999e-05,226.15515266666668,191.9084335,0.6513344595829645,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,802,"(0, 0, 0, 0, 5)",computer science_mmlu,6.487111111111111e-05,142.69234533333332,110.59952588888888,0.8336529533068339,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,802,"(0, 0, 0, 0, 5)",health_mmlu,5.924999999999999e-05,132.3235004,101.66060089999999,0.8725389540195465,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,802,"(0, 0, 0, 0, 5)",history_mmlu,5.81062e-05,129.62406040000002,98.43327409999999,0.7349741816520691,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,802,"(0, 0, 0, 0, 5)",other_mmlu,5.76592e-05,126.92530729999999,103.63292059999999,0.9161108732223511,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,802,"(0, 0, 0, 0, 5)",philosophy_mmlu,4.15766e-05,88.61575450000001,67.2410287,0.5666836678981781,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,802,"(0, 0, 0, 0, 5)",physics_mmlu,5.5576e-05,121.775194,92.44690099999998,0.6165834665298462,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,802,"(0, 0, 0, 0, 5)",psychology_mmlu,4.54314e-05,99.9037337,80.4129921,0.8687042832374573,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,836,"(0, 0, 0, 0, 5)",Art,3.53138e-05,77.9220895,62.3119901,0.4094279263168573,0.0,0.0,0.0,0.0,0.0,0.0,0.0
